day_of_week,round,region,team_seed,opponent_seed,win
Friday,Sweet Sixteen,East,5,1,0
Friday,Sweet Sixteen,East,7,6,0
Friday,Sweet Sixteen,Midwest,4,1,0
Friday,Sweet Sixteen,Midwest,11,10,0
Saturday,Elite Eight,South,1,2,0
Saturday,Elite Eight,West,1,2,0
Sunday,Elite Eight,East,6,1,0
Sunday,Elite Eight,Midwest,1,10,0
Saturday,National Semifinals,NA,10,1,0
Saturday,National Semifinals,NA,2,2,0
Monday,National Championship,NA,1,2,0
